Wall time,Step,Value
1719326270.011209,6900,1.6575770378112793
1719326270.2346134,7000,1.6198865175247192
1719326270.4570186,7100,1.598176121711731
1719326270.6784837,7200,1.669345498085022
1719326272.653541,7300,1.7095502614974976
1719326272.8766599,7400,1.6449562311172485
1719326273.0980964,7500,1.717849612236023
1719326273.3194745,7600,1.5669468641281128
1719326273.5688655,7700,1.6295523643493652
1719326273.792387,7800,1.6544796228408813
1719326274.0475976,7900,1.5525527000427246
1719326274.2939384,8000,1.6143523454666138
1719326276.3472567,8100,1.6336989402770996
1719326276.5772154,8200,1.6218583583831787
1719326276.80535,8300,1.5603505373001099
1719326277.029778,8400,1.559810757637024
1719326277.2513843,8500,1.5904874801635742
1719326277.4744134,8600,1.6667131185531616
1719326277.6980119,8700,1.655416488647461
1719326277.9423301,8800,1.5880722999572754
1719326279.8702536,8900,1.5634385347366333
1719326280.0966423,9000,1.668460726737976
1719326280.3024845,9100,1.681082010269165
1719326280.5139208,9200,1.6134477853775024
1719326280.7169704,9300,1.6439751386642456
1719326280.922422,9400,1.5175261497497559
1719326281.124884,9500,1.5729135274887085
1719326281.3253715,9600,1.621840476989746
1719326283.1537192,9700,1.5706708431243896
1719326283.3741417,9800,1.54698646068573
1719326283.6005087,9900,1.5637439489364624
1719326283.8222039,10000,1.5576122999191284
1719326284.0477707,10100,1.6223208904266357
1719326284.2952645,10200,1.6600916385650635
1719326284.5681446,10300,1.5704368352890015
1719326284.798048,10400,1.6537891626358032
1719326286.7378178,10500,1.6323723793029785
1719326286.972009,10600,1.6169110536575317
1719326287.1948655,10700,1.5762944221496582
1719326287.4161193,10800,1.5784552097320557
1719326287.6425505,10900,1.5231057405471802
1719326287.8655455,11000,1.615493893623352
1719326288.0891201,11100,1.6042916774749756
1719326288.312055,11200,1.6003042459487915
1719326290.3738422,11300,1.5791009664535522
1719326290.606781,11400,1.5608623027801514
1719326290.8303988,11500,1.59520423412323
1719326291.0647628,11600,1.6885929107666016
1719326291.300174,11700,1.5837937593460083
1719326291.5376735,11800,1.5434958934783936
1719326291.761665,11900,1.5926581621170044
1719326291.9841866,12000,1.5689821243286133
1719326293.9181683,12100,1.585686206817627
1719326294.1477404,12200,1.590721845626831
1719326294.3701177,12300,1.6008001565933228
1719326294.593549,12400,1.6016708612442017
1719326294.8191,12500,1.5377976894378662
1719326295.0424755,12600,1.5921704769134521
1719326295.2658782,12700,1.6297532320022583
1719326295.502102,12800,1.5310243368148804
1719326297.4619575,12900,1.5619663000106812
1719326297.6993546,13000,1.5495378971099854
1719326297.937661,13100,1.6364439725875854
1719326298.1611106,13200,1.6093792915344238
1719326298.385042,13300,1.6305677890777588
1719326298.6079912,13400,1.6162488460540771
1719326298.8330982,13500,1.5631303787231445
1719326299.054506,13600,1.580383539199829
1719326301.086964,13700,1.5601298809051514
1719326301.3392909,13800,1.6004005670547485
1719326301.5606976,13900,1.6119139194488525
1719326301.7836225,14000,1.5669918060302734
1719326302.0120094,14100,1.5703580379486084
1719326302.2622917,14200,1.5415799617767334
1719326302.5086575,14300,1.6200331449508667
1719326302.7410662,14400,1.6167590618133545
1719326304.705754,14500,1.6035181283950806
1719326304.9291558,14600,1.5841786861419678
1719326305.1550732,14700,1.6303308010101318
1719326305.3785546,14800,1.5614596605300903
1719326305.5979805,14900,1.584365725517273
1719326305.8203247,15000,1.5789971351623535
1719326306.0434701,15100,1.5919044017791748
1719326306.265866,15200,1.5488563776016235
1719326308.2372956,15300,1.5620131492614746
1719326308.4597006,15400,1.5801634788513184
1719326308.6891146,15500,1.5908241271972656
1719326308.9354162,15600,1.5304479598999023
1719326309.1576242,15700,1.570418357849121
1719326309.3819458,15800,1.620493769645691
1719326309.6044798,15900,1.5621039867401123
1719326309.8302183,16000,1.6004747152328491
